index,SongID,Artist,Title,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,url,Week Position,Instance,Previous Week Position,Peak Position,Weeks on Chart,GDP,rank_gain/loss,recession,SongID,Artist,Title,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,url,Week Position,Instance,Previous Week Position,Peak Position,Weeks on Chart,GDP,rank_gain/loss,recession
10,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-05-12,31.0,1.0,31.0,31.0,10.0,13301.394,0.0,0,(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"'alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480.0,0.0,Three Days Grace (Deluxe Version),0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,74.0,http://www.billboard.com/charts/hot-100/2004-02-14,75.0,1.0,71.0,55.0,12.0,14212.34,-4.0,0
11,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-05-19,29.0,1.0,31.0,29.0,11.0,13301.394,2.0,0,(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"'alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480.0,0.0,Three Days Grace (Deluxe Version),0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,74.0,http://www.billboard.com/charts/hot-100/2004-02-21,71.0,1.0,75.0,55.0,13.0,14212.34,4.0,0
12,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-04-07,47.0,1.0,52.0,47.0,5.0,13301.394,5.0,0,(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"'alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480.0,0.0,Three Days Grace (Deluxe Version),0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,74.0,http://www.billboard.com/charts/hot-100/2004-02-28,71.0,1.0,71.0,55.0,14.0,14212.34,0.0,0
13,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-04-21,34.0,1.0,40.0,34.0,7.0,13301.394,6.0,0,(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"'alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480.0,0.0,Three Days Grace (Deluxe Version),0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,74.0,http://www.billboard.com/charts/hot-100/2004-03-06,73.0,1.0,71.0,55.0,15.0,14212.34,-2.0,0
14,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-04-14,40.0,1.0,47.0,40.0,6.0,13301.394,7.0,0,(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"'alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480.0,0.0,Three Days Grace (Deluxe Version),0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,74.0,http://www.billboard.com/charts/hot-100/2004-03-13,70.0,1.0,73.0,55.0,16.0,14212.34,3.0,0
15,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-05-26,26.0,1.0,29.0,26.0,12.0,13301.394,3.0,0,(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"'alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480.0,0.0,Three Days Grace (Deluxe Version),0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,74.0,http://www.billboard.com/charts/hot-100/2004-03-20,68.0,1.0,70.0,55.0,17.0,14212.34,2.0,0
16,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-06-02,26.0,1.0,26.0,26.0,13.0,13301.394,0.0,0,(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"'alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480.0,0.0,Three Days Grace (Deluxe Version),0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,74.0,http://www.billboard.com/charts/hot-100/2004-04-10,66.0,1.0,69.0,55.0,20.0,14323.017,3.0,0
17,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-06-09,25.0,1.0,26.0,25.0,14.0,13301.394,1.0,0,(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"'alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480.0,0.0,Three Days Grace (Deluxe Version),0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,74.0,http://www.billboard.com/charts/hot-100/2004-03-27,67.0,1.0,68.0,55.0,18.0,14212.34,1.0,0
18,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-06-16,26.0,1.0,25.0,25.0,15.0,13301.394,-1.0,0,(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"'alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480.0,0.0,Three Days Grace (Deluxe Version),0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,74.0,http://www.billboard.com/charts/hot-100/2004-04-03,69.0,1.0,67.0,55.0,19.0,14323.017,-2.0,0
19,Ain't Nothing 'Bout YouBrooks & Dunn,Brooks & Dunn,Ain't Nothing 'Bout You,"'contemporary country', 'country', 'country road', 'country rock'",2BPiamp7M8ARGtxjNyTZWf,https://p.scdn.co/mp3-preview/3575c5b9ad2a5a39e23ae3d1427fa871ba8cb62a?cid=b8d3901151d34489a160e3cf0ab1fa94,241093.0,0.0,Reboot,0.676,0.753,8.0,-6.239,0.0,0.0252,0.0957,0.0,0.362,0.772,96.993,4.0,58.0,http://www.billboard.com/charts/hot-100/2001-06-23,25.0,1.0,26.0,25.0,16.0,13301.394,1.0,0,(I Never Promised You A) Rose GardenMartina McBride,Martina McBride,(I Never Promised You A) Rose Garden,"'contemporary country', 'country', 'country dawn', 'country road'",6goA1BGYQSSricr7oV8r8m,https://p.scdn.co/mp3-preview/65d5137fd83ff2c10c628502147570042302d06a?cid=b8d3901151d34489a160e3cf0ab1fa94,195573.0,0.0,The Essential Martina McBride,0.577,0.728,2.0,-6.944,1.0,0.0478,0.503,0.0,0.133,0.78,131.908,4.0,30.0,http://www.billboard.com/charts/hot-100/2005-12-10,100.0,1.0,98.0,98.0,2.0,15041.232,-2.0,0
