SongID,Artist,Title,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,url,WeekID,Week Position,Instance,Previous Week Position,Peak Position,Weeks on Chart,GDP,rank_gain/loss,recession
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-04-24,1982Q2,9.0,1.0,13.0,9.0,9.0,6830.251,4.0,0
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-03-06,1982Q1,64.0,1.0,82.0,64.0,2.0,6799.233,18.0,1
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-03-13,1982Q1,47.0,1.0,64.0,47.0,3.0,6799.233,17.0,1
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-04-03,1982Q2,18.0,1.0,23.0,18.0,6.0,6830.251,5.0,0
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-05-01,1982Q2,9.0,1.0,9.0,9.0,10.0,6830.251,0.0,0
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-05-08,1982Q2,8.0,1.0,9.0,8.0,11.0,6830.251,1.0,0
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-03-27,1982Q1,23.0,1.0,36.0,23.0,5.0,6799.233,13.0,1
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-03-20,1982Q1,36.0,1.0,47.0,36.0,4.0,6799.233,11.0,1
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-04-10,1982Q2,16.0,1.0,18.0,16.0,7.0,6830.251,2.0,0
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-04-17,1982Q2,13.0,1.0,16.0,13.0,8.0,6830.251,3.0,0
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-05-15,1982Q2,7.0,1.0,8.0,7.0,12.0,6830.251,1.0,0
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-05-22,1982Q2,6.0,1.0,7.0,6.0,13.0,6830.251,1.0,0
'65 Love AffairPaul Davis,Paul Davis,'65 Love Affair,"'album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'",5nBp8F6tekSrnFg8G2Pvug,https://p.scdn.co/mp3-preview/a701445830ecacfb521200da9507753586200453?cid=b8d3901151d34489a160e3cf0ab1fa94,219813.0,0.0,Radio Hits Of the '80s,0.647,0.686,2.0,-4.247,0.0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,4.0,40.0,http://www.billboard.com/charts/hot-100/1982-05-29,1982Q2,6.0,1.0,6.0,6.0,14.0,6830.251,0.0,0
