date,track_artist,track_lp,track_new,track_pp,track_rank,track_title,track_weeks,GDP,rank_gain/loss,recession
1981Q4,Diana Ross & Lionel Richie,1.0,0,1.0,1,Endless Love,13.0,6906.529,0.0,0
1981Q4,Christopher Cross,7.0,0,2.0,2,Arthur's Theme (Best That You Can Do),8.0,6906.529,5.0,0
1981Q4,Stevie Nicks With Tom Petty And The Heartbreakers,3.0,0,3.0,3,Stop Draggin' My Heart Around,11.0,6906.529,0.0,0
1981Q4,Journey,6.0,0,4.0,4,Who's Crying Now,12.0,6906.529,2.0,0
1981Q4,Ronnie Milsap,5.0,0,5.0,5,(There's) No Gettin' Over Me,15.0,6906.529,0.0,0
1981Q4,Juice Newton,2.0,0,2.0,6,Queen Of Hearts,19.0,6906.529,-4.0,0
1981Q4,Eddie Rabbitt,8.0,0,7.0,7,Step By Step,11.0,6906.529,1.0,0
1981Q4,Foreigner,4.0,0,4.0,8,Urgent,14.0,6906.529,-4.0,0
1981Q4,The Rolling Stones,10.0,0,9.0,9,Start Me Up,7.0,6906.529,1.0,0
1981Q4,Electric Light Orchestra,11.0,0,10.0,10,Hold On Tight,11.0,6906.529,1.0,0
1981Q4,Sheena Easton,14.0,0,11.0,11,For Your Eyes Only,11.0,6906.529,3.0,0
1981Q4,The Beach Boys,13.0,0,12.0,12,The Beach Boys Medley,11.0,6906.529,1.0,0
1981Q4,Daryl Hall John Oates,18.0,0,13.0,13,Private Eyes,6.0,6906.529,5.0,0
1981Q4,Little River Band,17.0,0,14.0,14,The Night Owls,7.0,6906.529,3.0,0
1981Q4,The Moody Blues,16.0,0,15.0,15,The Voice,9.0,6906.529,1.0,0
1981Q4,Commodores,9.0,0,8.0,16,Lady (You Bring Me Up),16.0,6906.529,-7.0,0
1981Q4,Kenny Rogers,19.0,0,17.0,17,Share Your Love With Me,5.0,6906.529,2.0,0
1981Q4,Dan Fogelberg,24.0,0,18.0,18,Hard To Say,6.0,6906.529,6.0,0
1981Q4,Lulu,21.0,0,19.0,19,I Could Never Miss You (More Than I Do),10.0,6906.529,2.0,0
1981Q4,REO Speedwagon,20.0,0,20.0,20,In Your Letter,9.0,6906.529,0.0,0
1981Q4,Rick James,23.0,0,21.0,21,Super Freak (Part I),9.0,6906.529,2.0,0
1981Q4,Balance,22.0,0,22.0,22,Breaking Away,13.0,6906.529,0.0,0
1981Q4,Rick Springfield,26.0,0,23.0,23,I've Done Everything For You,7.0,6906.529,3.0,0
1981Q4,Al Jarreau,27.0,0,24.0,24,We're In This Love Together,10.0,6906.529,3.0,0
1981Q4,Four Tops,30.0,0,25.0,25,When She Was My Girl,8.0,6906.529,5.0,0
1981Q4,Bob Seger,31.0,0,26.0,26,Tryin' To Live My Life Without You,4.0,6906.529,5.0,0
1981Q4,The Pointer Sisters,12.0,0,2.0,27,Slow Hand,19.0,6906.529,-15.0,0
1981Q4,Quincy Jones Featuring James Ingram,33.0,0,28.0,28,Just Once,8.0,6906.529,5.0,0
1981Q4,Carl Carlton,35.0,0,29.0,29,"She's A Bad Mama Jama (She's Built, She's Stacked)",7.0,6906.529,6.0,0
1981Q4,Billy Joel,40.0,0,30.0,30,Say Goodbye To Hollywood,4.0,6906.529,10.0,0
1981Q4,Rick Springfield,15.0,0,1.0,31,Jessie's Girl,28.0,6906.529,-16.0,0
1981Q4,Joey Scarbury,25.0,0,2.0,32,"Theme From ""Greatest American Hero"" (Believe It or Not)",22.0,6906.529,-7.0,0
1981Q4,The Afternoon Delights,34.0,0,33.0,33,General Hospi-tale,11.0,6906.529,1.0,0
1981Q4,Kim Carnes,28.0,0,28.0,34,Draw Of The Cards,9.0,6906.529,-6.0,0
1981Q4,Pablo Cruise,29.0,0,13.0,35,Cool Love,14.0,6906.529,-6.0,0
1981Q4,Mike Post featuring Larry Carlton,42.0,0,36.0,36,The Theme From Hill Street Blues,7.0,6906.529,6.0,0
1981Q4,Air Supply,54.0,0,37.0,37,Here I Am (Just When I Thought I Was Over You),2.0,6906.529,17.0,0
1981Q4,Greg Kihn Band,32.0,0,15.0,38,The Breakup Song (They Don't Write 'Em),20.0,6906.529,-6.0,0
1981Q4,Gary Wright,36.0,0,16.0,39,Really Wanna Know You,14.0,6906.529,-3.0,0
1981Q4,Blue Oyster Cult,44.0,0,40.0,40,Burnin' For You,8.0,6906.529,4.0,0
1981Q4,Pat Benatar,37.0,0,17.0,41,Fire And Ice,12.0,6906.529,-4.0,0
1981Q4,Atlanta Rhythm Section,48.0,0,42.0,42,Alien,6.0,6906.529,6.0,0
1981Q4,Marty Balin,60.0,0,43.0,43,Atlanta Lady (Something About Your Love),3.0,6906.529,17.0,0
1981Q4,The Police,66.0,0,44.0,44,Every Little Thing She Does Is Magic,2.0,6906.529,22.0,0
1981Q4,Go-Go's,51.0,0,45.0,45,Our Lips Are Sealed,6.0,6906.529,6.0,0
1981Q4,Aretha Franklin And George Benson,46.0,0,46.0,46,Love All The Hurt Away,6.0,6906.529,0.0,0
1981Q4,John Denver,38.0,0,36.0,47,Some Days Are Diamonds (Some Days Are Stone),17.0,6906.529,-9.0,0
1981Q4,Don Felder,52.0,0,48.0,48,Heavy Metal (Takin' A Ride),11.0,6906.529,4.0,0
1981Q4,Bee Gees,63.0,0,49.0,49,He's A Liar,2.0,6906.529,14.0,0
1981Q4,Diana Ross & Lionel Richie,1.0,0,1.0,1,Endless Love,14.0,6906.529,0.0,0
1981Q4,Christopher Cross,2.0,0,2.0,2,Arthur's Theme (Best That You Can Do),9.0,6906.529,0.0,0
1981Q4,Stevie Nicks With Tom Petty And The Heartbreakers,3.0,0,3.0,3,Stop Draggin' My Heart Around,12.0,6906.529,0.0,0
